title,company,location,description,salary_min,salary_max,created,category
Senior / Lead Data Engineer,Allianz Services,"Pune, Maharashtra","Designation - Senior / Lead Data Engineer Experience range - 5 to 10 Years Job Location - Pune or Trivandrum Job description We are seeking a motivated Data Engineer with experience to design, develop, and maintain scalable data solutions on the Microsoft Azure platform. You will collaborate with cross-functional teams to enable data-driven decision-making using Azure Synapse Analytics, Data Factory, SQL, Python, and data analysis techniques. This role offers opportunities to grow your expertis…",,,2025-12-06T09:36:16Z,IT Jobs
Cloud Data Engineer,Bahwan CyberTek,"Bangalore, Karnataka","Job Title: Snowflake Developer Experience: 5–10 Years Location: Chennai / Bengaluru / Pune / Mumbai Employment Type: Full-Time Job Summary: We are seeking a skilled and experienced Snowflake Developer to join our data engineering team. The ideal candidate will have a strong background in SQL and Snowflake, with hands-on experience designing and optimizing scalable data pipelines and cloud-based data solutions. This role involves working closely with data architects, analysts, and business stake…",,,2025-12-12T09:51:19Z,IT Jobs
Business Analyst,EXL,"Mumbai, Maharashtra","Role Overview: We are looking for a detail-oriented and analytical Business Analyst with strong technical skills in SQL, Tableau, and Python . The ideal candidate will work closely with business stakeholders to translate requirements into analytical solutions, generate meaningful insights, and support data-driven decision-making across the organization. Key Responsibilities: Partner with business, product, and operations teams to understand analytical requirements and translate them into effect…",,,2025-12-13T09:40:19Z,IT Jobs
EHS Management System Implementation Consultant,LTIMindtree,"Bangalore, Karnataka","Job Title: EHS / EMS Management System Implementation Consultant Location - Bangaluru Must - Hands on Experience on Tools like - Sphera and Cority. Must - Past experience as a Data Engineer or Data Analyst. Work as part of teams that lead through the lifecycle of Cority EMS/Enviance configuration and deployment This includes working with businesses to understand, refine and document their needs and requirements in design specification, supporting configuration teams, conducting system testing, …",,,2025-12-12T09:46:48Z,IT Jobs
Sales Executive,Collegedunia,India,"Exciting opportunities await! Collegedunia, a prominent educational portal, is actively seeking a skilled Sales Executive to join our dynamic and enthusiastic team. Responsibilities and Duties: ● Collaborate seamlessly with cross-functional teams to execute business initiatives, driving sales growth and achieving sales target. ● Schedule and conduct in-person meetings with clients to foster strong relationships and gain a comprehensive understanding of their needs and expectations. ● Analyze da…",,,2025-12-06T01:32:21Z,Sales Jobs
"Senior Manager -Data Analytics, Science & AI Enablement",Chargebee,"Chennai, Tamil Nadu","Chargebee is seeking a visionary and hands-on Director of Data Analytics, Science & AI Enablement to lead the creation and growth of a data function that powers enterprise-wide AI initiatives. This role will be instrumental in designing, building, and leading a cross-functional team responsible for enterprise data analytics, data science, data governance, and structured data enablement to support advanced AI/ML use cases. This leader will be a key strategic partner to business and technology ex…",,,2025-11-20T08:22:17Z,IT Jobs
Analytics Manager,Zeta,"Bangalore, Karnataka","About Zeta Zeta is a Next-Gen Banking Tech company that empowers banks and fintechs to launch banking products for the future. It was founded by Bhavin Turakhia and Ramki Gaddipati in 2015. Our flagship processing platform - Zeta Tachyon - is the industry’s first modern, cloud-native, and fully API-enabled stack that brings together issuance, processing, lending, core banking, fraud & risk, and many more capabilities as a single-vendor stack. 20M cards have been issued on our platform globally.…",,,2025-12-20T09:02:09Z,Accounting & Finance Jobs
BI Architect,Tata Consultancy Services,"Chennai, Tamil Nadu","BI Architect JD Key Responsibilities 1. BI Architecture & Solution Design Design, develop, and implement end-to-end BI solutions across Tableau, Power BI, Qlik Sense, and ThoughtSpot. Build scalable data models, semantic layers, and optimized reporting structures. Define BI best practices, standards, and architecture frameworks. Lead BI modernization initiatives and cloud analytics migrations. 2. Dashboard & Visualization Development Create interactive, intuitive dashboards and analytics experi…",,,2025-12-24T10:21:52Z,IT Jobs
Director of Analytics,eClerx,"Pune, Maharashtra","About the Role: Join eClerx as a Senior Client Delivery Lead in Analytics, where you will lead our analytics and data engineering services for one of our top-tier clients, a global leader in payment processing and financial services. This role involves devising growth strategies for our data & analytics operations, managing P&L, and ensuring seamless daily delivery while fostering strong client relationships. You will also serve as a trusted advisor to the client's executive team and a guiding …",,,2025-12-25T13:36:29Z,Consultancy Jobs
Snowflake Data Engineer,Persistent Systems,"Pune, Maharashtra","About Position: We're seeking an experienced Snowflake Data Engineer to join our team. As a Snowflake Data Engineer, you will be responsible for designing, building, and maintaining large-scale data warehouses and data pipelines using Snowflake, SQL, and other related technologies. Role: Snowflake Data Engineer Location: All Persistent Locations Experience: 8 to 12 Years Job Type: Full Time Employment What You'll Do: Design and implement data warehouses and data pipelines using Snowflake. Devel…",,,2025-12-10T16:51:05Z,IT Jobs
Senior Manager - GPS Cloud Engineering,Bristol Myers Squibb,"Hyderabad, Telangana","Position Summary The GPS Data & Analytics Sr. Manager role is accountable for designing, setting up and managing the AWS Infrastructure ensuring its reliability, scalability, and security. This role will work closely with development teams, analytics/AI engineers, and other stakeholders to maintain and optimize our cloud environment. Position Responsibilities* Key Responsibilities: Manage and support AWS infrastructure, including EC2, S3, RDS, VPC, IAM, and other AWS services. Monitor and maint…",,,2025-05-29T12:03:28Z,IT Jobs
Business Analytics Intern,Hireshire,"Pune, Maharashtra","About Hireshire Hireshire is an innovative talent solutions platform committed to connecting businesses with exceptional candidates. As part of our expansion into Data Analytics, we’re offering a structured internship program for motivated individuals eager to build a career in data-driven decision-making. Internship Summary: Join our analytics team and gain practical experience working on real business datasets. You’ll develop dashboards, conduct data analysis, and help generate actionable ins…",,,2025-12-18T02:40:19Z,IT Jobs
Data Analytics Intern,Willhire,"Hyderabad, Telangana","About Willhire Willhire is an innovative talent solutions platform committed to connecting businesses with exceptional candidates. As part of our expansion into Data Analytics, we’re offering a structured internship program for motivated individuals eager to build a career in data-driven decision-making. Internship Summary: Join our analytics team and gain practical experience working on real business datasets. You’ll develop dashboards, conduct data analysis, and help generate actionable insig…",,,2025-12-18T02:36:57Z,IT Jobs
Data Analytics Intern,Willhire,"Mumbai, Maharashtra","About Willhire Willhire is an innovative talent solutions platform committed to connecting businesses with exceptional candidates. As part of our expansion into Data Analytics, we’re offering a structured internship program for motivated individuals eager to build a career in data-driven decision-making. Internship Summary: Join our analytics team and gain practical experience working on real business datasets. You’ll develop dashboards, conduct data analysis, and help generate actionable insig…",,,2025-12-18T02:40:41Z,IT Jobs
Senior Data Engineer,Vertex Agility,"Ahmedabad, Gujarat","Job Title: Senior Data Engineer Experience: 6 years. Work Hours: UK Timings (IST overlap or full UK shift, as applicable) Job Summary We are looking for a skilled Senior Data Engineer with strong expertise in designing, building, and maintaining scalable data pipelines and data warehousing solutions. The ideal candidate will have hands-on experience with modern cloud data technologies and visualization tools and will play a key role in transforming raw data into actionable insights. Key Respons…",,,2025-12-18T08:45:01Z,IT Jobs
Business Analytics Intern,Hireshire,"Hyderabad, Telangana","About Hireshire Hireshire is an innovative talent solutions platform committed to connecting businesses with exceptional candidates. As part of our expansion into Data Analytics, we’re offering a structured internship program for motivated individuals eager to build a career in data-driven decision-making. Internship Summary: Join our analytics team and gain practical experience working on real business datasets. You’ll develop dashboards, conduct data analysis, and help generate actionable ins…",,,2025-12-18T02:39:54Z,IT Jobs
Business Analytics Intern,Hireshire,"Bangalore, Karnataka","About Hireshire Hireshire is an innovative talent solutions platform committed to connecting businesses with exceptional candidates. As part of our expansion into Data Analytics, we’re offering a structured internship program for motivated individuals eager to build a career in data-driven decision-making. Internship Summary: Join our analytics team and gain practical experience working on real business datasets. You’ll develop dashboards, conduct data analysis, and help generate actionable ins…",,,2025-12-18T02:35:09Z,IT Jobs
Technical Coordinator (Geo-tagging – Technical/Data Management),The Hiring Company,"New Delhi, Delhi","Job Title: Technical Coordinator (Geo-tagging – Technical/Data Management) Location: New Delhi Salary Range: Up to ₹13 LPA Minimum Qualification: Full-time regular B.E. / B.Tech degree in a relevant engineering or technical discipline from a recognized university or institution. Minimum Experience: Minimum 5 years of professional experience in technical project execution, data management, GIS, or related domains, including at least 2 years of experience working with Central Government, State Go…",,,2025-12-25T13:35:50Z,IT Jobs
Azure Data Engineer,EXL,"Pune, Maharashtra","Role: Azure Data Engineer Exp: 6 Years Location: Pune/Gurugram (Hybrid) About the Role: Azure Data Engineer with Property & Casualty Insurance Domain. Key Responsibilities: Design and develop ETL/ELT pipelines using Azure Data Factory, Snowflake, and DBT. Build and maintain data integration workflows from various data sources to Snowflake. Write efficient and optimized SQL queries for data extraction and transformation. Work with stakeholders to understand business requirements— especially with…",,,2025-12-05T01:17:29Z,IT Jobs
Retail Planner,BIBA Fashion Ltd,India,"Job Summary: We are looking for a highly skilled MIS & Data Analyst Retail Planner to manage and optimize Inventory & reporting processes, Automate manual workflows, and provide actionable insights through data analysis. The ideal candidate will have strong expertise in Advance Excel, SAP, automation tools, and a keen eye for data accuracy and trends. This role is essential to driving business performance through efficient data handling and insightful reporting. Key Responsibilities: Execute se…",,,2025-12-15T08:39:05Z,IT Jobs
Data Specialist,Avenue Code,"Hyderabad, Telangana","About the company: Avenue Code is the leading software consultancy focused on delivering end-to-end development solutions for digital transformation across every vertical. We’re privately held, profitable, and have been on a solid growth trajectory since day one. We care deeply about our clients, our partners, and our people. We prefer the word ‘partner’ over ‘vendor’, and our investment in professional relationships is a reflection of that philosophy. We pride ourselves on our technical acumen…",,,2025-12-12T09:45:45Z,IT Jobs
R Shiny Developer,Thryve Digital Health LLP,"Chennai, Tamil Nadu","Role Summary: This role demands experienced developers to create detailed member level information supporting the MART application development which involves Application (UX) development and integration with data sources , ETL pipeline development. Responsibilities: Design, develop, and maintain the user interface (UI) of the MART application using R Shiny, JavaScript, and CSS, ensuring a seamless and intuitive user experience. Develop and maintain efficient and scalable ETL pipelines using GCP…",,,2025-12-12T09:55:27Z,IT Jobs
R Shiny developer,Thryve Digital Health LLP,"Hyderabad, Telangana","Role Summary: This role demands experienced developers to create detailed member level information supporting the MART application development which involves Application (UX) development and integration with data sources , ETL pipeline development. Responsibilities: • Design, develop, and maintain the user interface (UI) of the MART application using R Shiny, JavaScript, and CSS, ensuring a seamless and intuitive user experience. • Develop and maintain efficient and scalable ETL pipelines using…",,,2025-12-13T09:42:26Z,IT Jobs
Data Engineering Lead,Kanerika Inc,"Hyderabad, Telangana","Job Location: Hyderabad What You Will Do: Develop and maintain data pipelines using Azure Data Factory (ADF) /Databricks for data integration and ETL processes. Design, implement, and optimize Power BI /Fabric reports and dashboards to deliver actionable business insights. Collaborate with data analysts, business users, and other teams to understand data requirements and deliver solutions using ADF and Power BI. Extract, transform, and load (ETL) data from various sources into cloud-based stora…",,,2025-12-18T02:40:37Z,IT Jobs
Senior Software Engineer,Zywave,"Pune, Maharashtra","Job Title: Senior Software Engineer – Data Platform Location: Pune, India Work Mode: Hybrid Experience: 4–8 years Company: Zywave About the Role Zywave is looking for a highly skilled Senior Software Engineer (Data Platform) to join our Data Engineering team. In this role, you will design, build, and optimize scalable data pipelines, develop transformation logic, and enable reliable data flow across our global products and analytics platforms. You will collaborate with cross-functional engineer…",,,2025-12-11T09:28:21Z,IT Jobs
Manager – Fleet Engineering [T500-21850],Delta Air Lines,"Bangalore, Karnataka","About Delta Tech Hub: Delta Air Lines (NYSE: DAL) is the U.S. global airline leader in safety, innovation, reliability and customer experience. Powered by our employees around the world, Delta has for a decade led the airline industry in operational excellence while maintaining our reputation for award-winning customer service. With our mission of connecting the people and cultures of the globe, Delta strives to foster understanding across a diverse world and serve as a force for social good. D…",,,2025-12-14T10:27:10Z,Engineering Jobs
Data Engineer,Sikich India,India,"Sikich India is seeking an experienced Data Engineer to join our Data & AI practice. You will design, build, and optimize end-to-end data solutions using Microsoft’s data platforms, including Microsoft Fabric, Azure Synapse Analytics, Databricks, and Power BI. Your work will involve implementing contemporary data architecture patterns (e.g., medallion, DataMesh, Zone-Based, or Lambda, etc), creating robust data pipelines, and delivering insight-driven analytics to help clients make informed dec…",,,2025-10-28T09:13:14Z,IT Jobs
Business Analyst Data Engineer Insurance Property & Casualty -4-12Y-PWC SDC,PwC Acceleration Center India,"Bangalore, Karnataka","We have an opportunity Business Analyst Data Engineer Insurance Property & Casualty in PWC AC Position: Business Analyst Data Engineer Insurance Property & Casualty Experience Required: 4-12Years Notice Period: Immediate to 60 Days Locations: Bangalore, Hyderabad, Kolkata, Chennai, Pune, Gurgaon Must Have : Strong Property & Casualty (P&C) Insurance domain knowledge (policy, claims, billing, underwriting data processes). Guidewire X-Center knowledge and experience with insurance reporting frame…",,,2025-12-19T02:47:16Z,IT Jobs
Data Engineer - Advance Level - Credit Analytics,HDFC Bank,India,"Job Purpose: Looking for exceptional Data Engineers with a proven track record of experience in creating systems for processing data using Azure Cloud And/Or having sound knowledge of Power BI. Job Responsibilities(JR) : 6 – 8 Areas Actionable (4-6) Data processing and Management ⦁ Extraction Transformation Loading (ETL) of required data from different source systems using multiple channels (Python / SQL ) on Azure cloud platform ⦁ Design, implement and continuously expand data pipelines by per…",,,2025-12-10T16:53:45Z,IT Jobs
Azure Data engineer with data bricks,Tata Consultancy Services,India,"Dear Candidate, Greetings from TATA Consultancy Services Thank you for expressing your interest in exploring a career possibility with the TCS Family. Hiring For:- Azure Data engineer with data bricks Location: Bangalore, Chennai, Delhi, Mumbai, Pune, Hyderabad Experience: 5 yrs Roles & Responsibilities Expertise: Good Knowledge of Data Brick lakehouse and Azure DataLake concept Knowledge of Data Bricks delta concept– Delta live tables (DLT) Strong hands-on experience in ELT– pipeline developme…",,,2025-12-05T01:29:23Z,IT Jobs
Power Platform developer,Nityo Infotech,"Bangalore, Karnataka","Power Platform developer please appy only if you're an Immediate Joiner or a 15-day NP only Experience: 4–7 years Employment Type: Full-time Role Overview: We are looking for a Power Platform Developer with strong hands-on experience in Power Apps, Power Automate, and good working knowledge of Nintex Workflows to support digital transformation initiatives within our semiconductor business operations. The ideal candidate will design, develop, and automate workflows to optimize engineering, suppl…",,,2025-12-20T09:02:04Z,IT Jobs
EIR-NIT/IIT/BITS/DTU,Collegedunia,India,"About your new company Collegedunia is an education portal, matching students with the best colleges in India & abroad. We help in college research, exam prep tips, application process & also provide insights on-campus life. Launched in 2014, we are the highest ranked portal by Similar Web in education. We have also been awarded as - Best Educational Portal- by IAMAI in 2017, and listed by TechinAsia as Top 100 Startups in Asia. Collegedunia is fueled by the energy of over a 1000 individuals ha…",,,2025-12-25T13:37:36Z,Retail Jobs
Senior Data Engineer,"Lytx, Inc.","Bangalore, Karnataka","Senior Data Engineer Why Lytx? Are you interested in taking your career in Data Engineering to the next level? Do you enjoy building data pipelines that enable critical business insights? You will know you’re right for this job if you have strong skills with Replication pipelines, Data warehousing, ETL, Data lakes, Big data applications, etc. and enjoy influencing technology decisions through collaboration with multi-functional teams! Our engineers are passionate about the latest innovations in…",,,2025-12-11T09:27:50Z,IT Jobs
Senior Data Engineer,Publicis Production,India,"Job Summary: We are seeking a proactive and self-motivated Senior Data Engineer with a proven track record in building scalable cloud-based data solutions across multiple cloud platforms to support our work in architecting, building and maintaining the data infrastructure. The specific focus for this role will start with GCP however we require experience with Snowflake and Databricks also. As a senior member within the data engineering space, you will play a pivotal role in designing scalable d…",,,2025-11-27T09:44:52Z,IT Jobs
Group Product Manager,Reliance Retail,India,"Are you a seasoned Product Management Professional with a passion for hyper-growth in the e-commerce space? RRVL One Tech is looking for an entrepreneurial and data-driven Group Product Manager to own the Growth charter for our F&L Business. If you thrive in a dynamic, evolving environment and are ready to make a massive impact on a large-scale consumer platform, this role is for you! Key Responsibilities & The Growth Mandate As the Growth Product Leader, you will: Own the Growth Roadmap: Defin…",,,2025-12-13T09:40:00Z,IT Jobs
Senior Technology Analyst,Randstad Enterprise,"Bangalore, Karnataka","Job Summary The Service Level Support Professional is responsible for managing and resolving VMS-related case management tickets, coordinating with cross-functional teams, and ensuring high standards of quality and compliance with Service Level Agreements (SLA). This role involves regional coordination and continuous process improvement, contributing to the efficiency of case handling and project implementation. Key Responsibilities ● VMS Case Management: Handle and resolve support tickets rais…",,,2025-12-19T08:58:49Z,IT Jobs
Data Engineer,COZZERA INTERNATIONAL LLP,India,"Hiring: Data Engineer (6–7 Year’s Experience) Location: Remote Experience: 6-7 years Working Hours: 11:00 AM – 9:00 PM IST About the Role We are looking for experienced Data Engineers (6–7 years) with strong expertise in Azure Databricks, ADF, Python, Apache Spark, and SQL. This role involves building scalable data pipelines, optimizing workflows, and collaborating with business teams to deliver high-performing data solutions. ⭐ Key Responsibilities Design & Develop Data Solutions • Build scala…",,,2025-12-26T08:37:57Z,IT Jobs
BI Engineer,Stolt-Nielsen Digital Innovation Centre,"Hyderabad, Telangana","About the Role: As a BI Developer at Stolt-Nielsen, you will transform raw data into actionable insights that empower our business teams. Youll build robust data models, design intuitive Power BI dashboards, and maintain reliable data pipelines using Databricks and SQL. Working closely with stakeholders from across the organization, youll ensure data is both accessible and trusted to inform key decisions. You will also help drive the data literacy of the company, by giving trainings, sharing be…",,,2025-12-12T08:53:34Z,IT Jobs
Senior Software Engineer / Architect,Wayfair,"Bangalore, Karnataka","Who we are The Global Supplier technology team is responsible for building the scalable platforms for the supplier ecosystem in Wayfair. It starts with establishment of supplier entities, their catalogue journey, advertisement, pricing & order management. This platform provides all necessary accelerants for supplier business growth like supplier ads, business insights &recommendations. We build scalable platforms to meet the demands of customers and suppliers alike. This position is under the C…",,,2025-12-18T02:42:20Z,IT Jobs
Senior Software Engineer - GPS Data Solutions,Bristol Myers Squibb,"Hyderabad, Telangana","Position Summary: The GPS Data & Analytics Sr. Software Engineer role is accountable for developing data solutions and operations support of the Enterprise data lake. The role will be accountable for developing the pipelines for the data enablement projects, production/application support and enhancements, and support data operations activities. Additional responsibilities include data analysis, data operations process and tools, data cataloguing, and developing data SME skills in Global Produc…",,,2025-01-22T11:47:50Z,IT Jobs
SAP Consultant,People Prime Worldwide,"Hyderabad, Telangana",Role : SAP Analytics Cloud Developer Location : Pan India Work Mode : Hybrid Mode. Contract Position Job description : The role will be responsible for the following activities Design and develop analytic applications using SAP Analytics Cloud SAC and SAP Datasphere focusing on KPI and analytical models that support strategic business initiatives Build interactive dashboards and KPI applications in SAC for both import and live scenarios leveraging data sourced from SAP Datasphere and other plat…,,,2025-12-25T13:37:44Z,IT Jobs
Teradata Developer,LTIMindtree,"Ghaziabad, Uttar Pradesh","Greetings from LTIM! We’re looking for a Teradata Developer to design, develop, and optimise data solutions for enterprise applications. Key Responsibilities: Develop and maintain Teradata SQL scripts, macros, and stored procedures. Design and implement ETL processes for data integration and transformation. Optimise queries and ensure high-performance data retrieval. Collaborate with business analysts and data engineers for requirement gathering. Ensure data quality, security, and compliance wi…",,,2025-12-19T09:00:06Z,IT Jobs
Qlik Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka","Qlik Replicate Automation for Data Ingestion role for a professional with 4-7 years of experience generally focuses on the design, development, and maintenance of robust, automated data pipelines using Qlik's suite of tools (Qlik Replicate, Qlik Compose, Qlik Sense, and Qlik Automate). This role requires a strong mix of data engineering skills, Qlik platform expertise, and collaboration with business stakeholders. Roles and Responsibilities Design and Implementation: Design, develop, and mainta…",,,2025-12-20T08:59:46Z,IT Jobs
Power BI Administrator,OEC,"Chennai, Tamil Nadu","Job Title : Power BI Administrator Exp : 5 Years Job Location : Chennai Job Summary/Objective: The Power BI Administrator will be responsible for managing and optimizing the Power BI environment, ensuring secure, efficient, and scalable reporting solutions. This role involves administration, governance, performance tuning, and collaboration with business teams to enable self-service analytics. Key Responsibilities: Administer, monitor, and maintain Power BI Service and Power BI Report Server en…",,,2025-12-18T02:42:20Z,IT Jobs
Senior Software Engineer - Data Engineer - Data & ML Engineering,Bristol Myers Squibb,"Hyderabad, Telangana","BMS Hyderabad is an integrated global hub where our work is focused on helping patients prevail over serious diseases by building sustainable and innovative solutions. This important science, technology, and innovation center will support a range of technology and drug development activities that will help us usher in the next wave of innovation. Position: Senior Software Engineer - Data Engineer - Data & ML Engineering Location : Hyderabad, India At Bristol Myers Squibb, we are inspired by a s…",,,2025-03-01T03:37:19Z,IT Jobs
snowflake Data Engineer,Omni Hire Recruitment Solutions,"Hyderabad, Telangana","We are seeking an experienced Snowflake Data Engineer to design, develop, and optimize robust data solutions within our cloud data platform. The ideal candidate will possess strong hands-on expertise in Snowflake, advanced SQL, and practical experience with modern ETL/ELT frameworks, specifically Matillion . This role is critical in building and maintaining high-performance, scalable data architectures. ✨ Key Responsibilities The Snowflake Data Engineer will be responsible for: Data Pipeline De…",,,2025-12-18T02:41:28Z,IT Jobs
Business Analyst,GrowthJockey,India," Company Details: GrowthJockey is a venture architect that builds technology-led digital startups for large enterprises. We leverage AI, machine learning, and data intelligence to create scalable, performance-driven solutions. Our proprietary AI platform, intellsys.ai , is built on 100 AI models designed to optimize marketing, growth, and business outcomes. With 25 ventures launched for Fortune 500 and high-growth companies, GrowthJockey continues to lead innovation in digital transformation.  …",,,2025-12-18T02:36:59Z,IT Jobs
Manager - Data Science,Majid Al Futtaim,India,"Role Purpose: The Manager - Data Science is responsible for supporting on developing and delivering the product vision and roadmap in close collaboration with our product developers, data engineers and data analysts who are spearheading the Advanced Analytics transformation across Majid Al Futtaim Retail. Majid Al Futtaim Retail is continuing to develop and build its analytics talent to support its advanced analytics agenda. The various analytics use cases launched by the Retail Analytics Unit …",,,2025-12-18T08:43:46Z,IT Jobs
Assistant MIS Manager,IGT Solutions,India,"Role: Assistant MIS Manager Location: Gurugram Mode: Work from office Position Overview The Assistant MIS & Data Analytics Manager will be responsible for organizational reporting, data management, and analytics initiatives. The role combines strong MIS competencies with advanced analytical capabilities to support strategic decision-making. This includes developing dashboards, automating reports, analyzing trends, and establishing governance over data processes. Knowledge of Oracle systems is p…",,,2025-12-20T08:59:46Z,IT Jobs
Data Engineer,Sutherland,"Hyderabad, Telangana","Interested suitable candidates please be in touch with Priti Kumari Job Location: Anywhere in India Preferably Mumbai/Hyderabad/Chennai/Bangalore/Bhopal/Kochi Exp Level: 7 Yrs As a Data Engineer You’ll Be Developing end to end ETL/ELT Pipeline on Azure / Databricks / DBT More than 3 years of extensive experience with DBT Designing, developing, and implementing scalable, automated processes for data extraction, processing, and analysis in a Data Mesh architecture Be a “go-to” expert for data tec…",,,2025-12-19T08:57:35Z,IT Jobs
Back End Developer,"Content Enablers, LLC","Bangalore, Karnataka","We are seeking a highly motivated and experienced Back-End Developer with 2–5 years of real-time project experience in Java . The ideal candidate will be responsible for building and maintaining robust, scalable, and secure back-end systems that power web and enterprise applications. Key responsibilities Develop and maintain backend services using Java, Spring Boot in EdTech platforms. Design and implement RESTful APIs powering interactive learning tools and analytics dashboards. Build and main…",,,2025-11-06T03:04:22Z,IT Jobs
Growth Product Manager,FPL Technologies,"Pune, Maharashtra","What You'll Do (Key Responsibilities): 1. Own the Personal Loan Growth Engine Acquisition Strategy (Ads & Campaigns): Take ownership of paid and organic user acquisition for Personal Loans. Strategy, execution, and optimization of campaigns across channels (Meta, Google, Affiliates). You will run experiments on creatives, targeting, and messaging to lower CAC. Funnel Optimization: Own the end-to-end loan application journey within the app. You will identify drop-off points in the KYC, eligibili…",,,2025-12-11T01:37:02Z,IT Jobs
Sr Manager Software Delivery Lead,BD,"Bangalore, Karnataka","As a Senior Manager (Software Delivery Lead) you will drive the delivery of high-quality software solutions aligned with product roadmaps and business strategy within our MMS R&D organization. This role leads cross-functional local teams in new product development and sustaining activities for Pharma automation platforms, ensuring product quality, security, maintainability, and usability. You will define scope, timelines, and delivery plans in collaboration with global teams comprising of archi…",,,2025-12-25T13:42:55Z,IT Jobs
STIBO PIM Lead Developer,Mastech Digital,"Chennai, Tamil Nadu","Job Title: STIBO PIM Lead Developer Location: Chennai/Hyderabad/Bangalore/ (Remote with Quarterly visit- Last option) Experience: 8–10 years overall | 5 years of expertise with STEP configuration, XSLT, XML, REST API’s, JSON, SQL, APIs, and UI customizations Budget: Open to discuss Notice Period : Immediate joiner/ Serving notice with less than 30 days/Notice is less than 20 days STIBO Lead – Job Description We are looking for a skilled and experienced STIBO PIM Lead Developer with 10 years of …",,,2025-12-21T08:19:49Z,IT Jobs
DBT Engineer,Sutherland,India,"Interested suitable candidates please be in touch with roopashree.ry@sutherlandglobal.com DBT Engineer Exp Level: 7 Yrs Relevant exp in DBT : 3 Yrs Job Location: Hybrid – Mumbai/Bangalore/Chennai/Hyderabad As a Data Engineer You’ll Be Developing end to end ETL/ELT Pipeline on Azure / Databricks / dbt More than 3 years of extensive experience with Dbt Designing, developing, and implementing scalable, automated processes for data extraction, processing, and analysis in a Data Mesh architecture Be…",,,2025-12-21T08:18:12Z,IT Jobs
Equity Fund Manager,Taurus Mutual Fund,India,"As a Fund Manager, you will be responsible for managing investment portfolios, analyzing market trends, and making informed investment decisions. Your role is crucial in driving the performance of the funds under your management, and you will play a key part in maintaining and enhancing client relationships. The ideal candidate has a strong analytical mindset, a deep passion for investing, and is ultra-competitive in a positive team context. Key responsibilities: Develop and implement effective…",,,2025-12-16T18:10:18Z,Accounting & Finance Jobs
Snowflake Architect,Live Connections,India,"Role :Data Architect, Snowflake Architect Location: Gurgaon Experience: 7 Years (Relevant) CTC: Up to 35 LPA Working Days: 5 Days a Week Job Summary A Seasoned Data Architect with 7 years of experience in Data Warehousing, Business Intelligence, and Enterprise Data Architecture . The ideal candidate will possess deep hands-on expertise in Snowflake , Azure Synapse Analytics , and Microsoft Fabric , with a strong ability to design, build, and optimize modern cloud-based data platforms. This role…",,,2025-12-11T09:25:10Z,IT Jobs
Associate- Caller,Collegedunia,India,"About your new company Collegedunia is an education portal, matching students with the best colleges in India abroad. We helpincollege research, exam prep tips, application process & also provide insights on-campus life. Launchedin2014, we are the highest ranked portal by Similar Web in education. We have also been awarded as - Best Educational Portal- by IAMAI in 2017, and listed by TechinAsiaasTop 100 Startups in Asia. Collegedunia is fuelled by the energy of over a 1000 individuals havingana…",,,2025-12-21T08:14:28Z,Customer Services Jobs
Data Analyst,STAFFIAA,"Mumbai, Maharashtra","Job Title: Data Analyst Lead (Team Handling Role) Organization: Leading Bank Department: Business Intelligence Unit (BIU) Location: Mumbai Experience: 8–9 Years CTC: Up to 20 LPA Venue: Mumbai Job Summary: We are seeking a highly skilled Data Analyst Lead to join our Business Intelligence Unit (BIU). The role involves leading a team of data analysts, managing end-to-end data analysis projects, and collaborating closely with business and technical stakeholders. The candidate will be responsible …",15.0,20.0,2025-10-18T05:17:00Z,IT Jobs
Data Analyst,blinkdigital,India,"We are looking for a Data Analyst to join our Media team. In this role, you will be responsible for analyzing media performance data, deriving insights, and providing actionable recommendations to optimize campaigns and content strategies. You’ll work closely with the marketing, social media, and creative teams to ensure data-driven decisions that maximize reach, engagement, and ROI. Here’s what you should know if you want to be an Data Analyst at Blink: On any given day you might ● Collect, cl…",700000.0,800000.0,2025-11-15T23:37:07Z,"PR, Advertising & Marketing Jobs"
Data Analyst,Cloudester Software LLP,"Sevasi, Vadodara","We are looking for a detail-oriented Data Analyst with strong analytical skills and hands-on experience in SQL and Excel . The ideal candidate will be able to interpret data, generate insights, and support decision-making across functions. Knowledge of Python will be considered an added advantage. Key Responsibilities Extract, clean, and analyze data using SQL and advanced Excel functions . Prepare dashboards, reports, and data visualizations for business teams. Identify trends, patterns, and i…",,,2025-12-03T20:25:53Z,IT Jobs
Data Analyst,,"Thiruvananthapuram, Kerala",Immediate requirement for the post of Data Analyst on rotation Shift (Male or Female). Persons only willing to work in both shifts need to apply.careers.coretechgmail.comorplease contact 9.4.nine.6.8.1.5.6.3.0,,,2024-05-10T07:38:46Z,IT Jobs
Data Analyst,Openprise,"Kanchanbagh, Hyderabad","Title: Data Analyst Experience: 2-4 years Location: Hyderabad Notice Period: 0-1 Month Job Description Openprise is looking for an enthusiastic, talented individual to join its Product Management team! As a Data Analyst, you will assist the team with analyzing data files from our data partners which includes people and company data. You will also help find and maintain sources of open data, which are public data that are difficult for systems to access. These various data are critical in suppor…",,,2025-09-26T17:23:34Z,IT Jobs
